mean,Shape_Leng,shapeGroup,shapeType,shapeID,Shape_Area,Level,shapeName,system:index
0.030019125451805635,5.35356810978,KEN,ADM2,KEN-ADM2-3690345B38835704,0.603285539944,ADM2,Turkana South,00000000000000000111
0.03158730563100983,6.40098727778,KEN,ADM2,KEN-ADM2-3690345B81164295,1.19593592043,ADM2,Turkana West,00000000000000000112
0.03169576539952817,0.952021268844,KEN,ADM2,KEN-ADM2-3690345B96926090,0.0260833730466,ADM2,Ugenya,00000000000000000113
0.03157990107836532,0.79157072134,KEN,ADM2,KEN-ADM2-3690345B88335366,0.0161814547092,ADM2,Ugunja,00000000000000000114
0.03022117297056551,0.894886057661,KEN,ADM2,KEN-ADM2-3690345B39799548,0.0311826693893,ADM2,Uriri,00000000000000000115
0.02985738967289087,0.427819722243,KEN,ADM2,KEN-ADM2-3690345B89368807,0.00727308349541,ADM2,Vihiga,00000000000000000116
0.02869481935434611,6.17451463081,KEN,ADM2,KEN-ADM2-3690345B29243475,0.698290911865,ADM2,Voi,00000000000000000117
0.02948837993626698,2.98320791696,KEN,ADM2,KEN-ADM2-3690345B33120618,0.347873727158,ADM2,Wajir East,00000000000000000118
0.029417925451474345,5.25046370005,KEN,ADM2,KEN-ADM2-3690345B20102729,0.845902712978,ADM2,Wajir North,00000000000000000119
0.029773545051336524,5.30882780837,KEN,ADM2,KEN-ADM2-3690345B80979161,1.75352224388,ADM2,Wajir South,0000000000000000011a
0.02983702376619935,4.06057590702,KEN,ADM2,KEN-ADM2-3690345B33056856,0.660316465534,ADM2,Wajir West,0000000000000000011b
0.02871238015657028,0.71440657837,KEN,ADM2,KEN-ADM2-3690345B17387447,0.013320761306,ADM2,Webuye East,0000000000000000011c
0.029474012202469906,1.01087571635,KEN,ADM2,KEN-ADM2-3690345B94509573,0.0191796778135,ADM2,Webuye West,0000000000000000011d
0.027539469670444724,0.630183172772,KEN,ADM2,KEN-ADM2-3690345B63027163,0.0146096607546,ADM2,West Mugirango,0000000000000000011e
0.026797476129578633,0.405297936338,KEN,ADM2,KEN-ADM2-3690345B65116775,0.00590790301496,ADM2,Westlands,0000000000000000011f
0.027443001489514753,1.21452647383,KEN,ADM2,KEN-ADM2-3690345B49750586,0.0692429306775,ADM2,Wundanyi,00000000000000000120
0.02759088938786785,1.73773074427,KEN,ADM2,KEN-ADM2-3690345B35930893,0.0862109028544,ADM2,Yatta,00000000000000000121
