country_co,country_na,mean,month
TP,Sao Tome & Principe,4.3944645978211865e-05,2019-03
GB,Gabon,4.446124495434431e-05,2019-03
CF,Rep of the Congo,4.51661374481771e-05,2019-03
CT,Central African Rep,4.882304574825839e-05,2019-03
CG,Dem Rep of the Congo,4.2486751857938375e-05,2019-03
CD,Chad,5.3137254552312175e-05,2019-04
MI,Malawi,4.0303297639896166e-05,2019-04
ZA,Zambia,4.071630966890134e-05,2019-04
ZI,Zimbabwe,4.305562542973639e-05,2019-04
BC,Botswana,4.6458311826077046e-05,2019-04
WA,Namibia,4.4991577067407934e-05,2019-04
AO,Angola,4.2397977494712026e-05,2019-04
BY,Burundi,3.828360574811653e-05,2019-04
RW,Rwanda,3.89155655386078e-05,2019-04
SF,South Africa,6.178351234024244e-05,2019-04
LT,Lesotho,5.693123082325647e-05,2019-04
WZ,Swaziland,7.772579768287427e-05,2019-04
MF,Mayotte,3.719767029607391e-05,2019-04
NG,Niger,5.201088093132117e-05,2019-04
SU,Sudan,5.477992384294693e-05,2019-04
LY,Libya,6.090666633562016e-05,2019-04
UU,Koualou Area,5.632457487404819e-05,2019-04
TS,Tunisia,7.190339627782291e-05,2019-04
EG,Egypt,6.643027937017439e-05,2019-04
EG,Bir Tawil,5.8466138640947625e-05,2019-04
SU,Halaib Triangle,5.796100351527193e-05,2019-04
ER,Eritrea,5.490148698612496e-05,2019-04
ET,Ethiopia,4.762986524170749e-05,2019-04
DJ,Djibouti,5.087461140265445e-05,2019-04
SO,Somalia,4.160109569607023e-05,2019-04
OD,South Sudan,4.901250916395352e-05,2019-04
UU,Abyei Area,5.663647163810157e-05,2019-04
KE,Kenya,4.119236913937295e-05,2019-04
UG,Uganda,4.278352316690119e-05,2019-04
TZ,Tanzania,3.790355200619098e-05,2019-04
MZ,Mozambique,4.144812296864962e-05,2019-04
CN,Comoros,3.810227701125411e-05,2019-04
MA,Madagascar,4.32318342945652e-05,2019-04
CV,Cabo Verde,4.850785991856199e-05,2019-04
WI,Western Sahara,6.137953672629962e-05,2019-04
MR,Mauritania,5.594720145524774e-05,2019-04
MO,Morocco,6.80631541326344e-05,2019-04
SP,Spain (Canary Is),6.824452107102126e-05,2019-04
PO,Portugal (Madeira Is),6.680754280099047e-05,2019-04
SP,Spain (Africa),8.639346296642321e-05,2019-04
AG,Algeria,6.416000434594188e-05,2019-04
ML,Mali,5.3862325978399554e-05,2019-04
UV,Burkina Faso,5.326115608409844e-05,2019-04
TO,Togo,5.301230823544001e-05,2019-04
GH,Ghana,5.1327180282066245e-05,2019-04
IV,Cote d'Ivoire,4.659838054988882e-05,2019-04
GV,Guinea,5.549867147844734e-05,2019-04
SG,Senegal,5.364867406413512e-05,2019-04
GA,"Gambia, The",5.475539371513384e-05,2019-04
PU,Guinea-Bissau,5.175083811246295e-05,2019-04
SL,Sierra Leone,5.669530025869352e-05,2019-04
LI,Liberia,4.574704055902825e-05,2019-04
BN,Benin,5.426547428955804e-05,2019-04
NI,Nigeria,5.879478423205104e-05,2019-04
CM,Cameroon,4.670628761237039e-05,2019-04
EK,Equatorial Guinea,4.212900334106266e-05,2019-04
TP,Sao Tome & Principe,4.301052719872732e-05,2019-04
GB,Gabon,4.360875250916821e-05,2019-04
CF,Rep of the Congo,4.422899353452789e-05,2019-04
CT,Central African Rep,4.463820013162772e-05,2019-04
CG,Dem Rep of the Congo,4.25772594974176e-05,2019-04
CD,Chad,5.5794883686124406e-05,2019-05
MI,Malawi,4.1191404027692994e-05,2019-05
ZA,Zambia,4.353045933172351e-05,2019-05
ZI,Zimbabwe,4.5081740018979096e-05,2019-05
BC,Botswana,5.044169578774053e-05,2019-05
WA,Namibia,4.6678009908328914e-05,2019-05
AO,Angola,4.7787820883549146e-05,2019-05
BY,Burundi,3.869239220113223e-05,2019-05
RW,Rwanda,3.924227293021259e-05,2019-05
SF,South Africa,6.592879643632685e-05,2019-05
LT,Lesotho,5.2573552901364056e-05,2019-05
WZ,Swaziland,8.075287251537918e-05,2019-05
MF,Mayotte,3.868786419201655e-05,2019-05
NG,Niger,5.624682319793354e-05,2019-05
SU,Sudan,5.729557277606537e-05,2019-05
LY,Libya,6.24109650263423e-05,2019-05
UU,Koualou Area,5.434945016448646e-05,2019-05
TS,Tunisia,7.477975418754504e-05,2019-05
EG,Egypt,6.991360775578354e-05,2019-05
EG,Bir Tawil,6.0656947772298506e-05,2019-05
SU,Halaib Triangle,5.985109396246164e-05,2019-05
ER,Eritrea,5.703914867231229e-05,2019-05
ET,Ethiopia,4.511495900499589e-05,2019-05
DJ,Djibouti,5.1030000741674535e-05,2019-05
SO,Somalia,4.070648600868771e-05,2019-05
OD,South Sudan,4.615532432373248e-05,2019-05
UU,Abyei Area,5.790518231951969e-05,2019-05
KE,Kenya,3.938378089771106e-05,2019-05
UG,Uganda,4.166490396432108e-05,2019-05
TZ,Tanzania,3.81844658016718e-05,2019-05
MZ,Mozambique,4.228539268194587e-05,2019-05
CN,Comoros,3.738199646381444e-05,2019-05
MA,Madagascar,4.419818508241493e-05,2019-05
CV,Cabo Verde,5.172898034929752e-05,2019-05
WI,Western Sahara,6.283457326132608e-05,2019-05
MR,Mauritania,5.754545286625469e-05,2019-05
MO,Morocco,7.209280123839124e-05,2019-05
SP,Spain (Canary Is),7.054511652959447e-05,2019-05
PO,Portugal (Madeira Is),7.315897962526264e-05,2019-05
SP,Spain (Africa),9.032725793657088e-05,2019-05
AG,Algeria,6.6499106764511e-05,2019-05
ML,Mali,5.702760516503889e-05,2019-05
UV,Burkina Faso,5.6866334991774975e-05,2019-05
TO,Togo,4.838132995237748e-05,2019-05
GH,Ghana,4.772280718643824e-05,2019-05
IV,Cote d'Ivoire,4.4595015206950034e-05,2019-05
GV,Guinea,5.327102691715374e-05,2019-05
SG,Senegal,5.7598707626973415e-05,2019-05
GA,"Gambia, The",5.895028022943149e-05,2019-05
PU,Guinea-Bissau,5.694040307441081e-05,2019-05
SL,Sierra Leone,4.557865580537049e-05,2019-05
LI,Liberia,4.094642288772869e-05,2019-05
BN,Benin,5.0974187976811055e-05,2019-05
NI,Nigeria,5.742198000054513e-05,2019-05
CM,Cameroon,4.486408788812334e-05,2019-05
EK,Equatorial Guinea,4.180224631168805e-05,2019-05
TP,Sao Tome & Principe,4.087955439169162e-05,2019-05
GB,Gabon,4.434501242037174e-05,2019-05
CF,Rep of the Congo,4.774672593340828e-05,2019-05
CT,Central African Rep,4.288384773510972e-05,2019-05
CG,Dem Rep of the Congo,4.9026188555504585e-05,2019-05
CD,Chad,6.015577689656507e-05,2019-06
MI,Malawi,4.353186030167809e-05,2019-06
ZA,Zambia,5.0734717683306846e-05,2019-06
ZI,Zimbabwe,4.844375206856784e-05,2019-06
BC,Botswana,5.026093153678067e-05,2019-06
WA,Namibia,4.77167095341613e-05,2019-06
AO,Angola,6.384370738522034e-05,2019-06
BY,Burundi,4.759544293483917e-05,2019-06
RW,Rwanda,4.617584474196971e-05,2019-06
SF,South Africa,6.771757876737193e-05,2019-06
LT,Lesotho,5.468913205117096e-05,2019-06
WZ,Swaziland,0.0001290917608778,2019-06
MF,Mayotte,4.104881101225746e-05,2019-06
NG,Niger,6.244493681587206e-05,2019-06
SU,Sudan,6.138344088923845e-05,2019-06
LY,Libya,6.632038971235508e-05,2019-06
UU,Koualou Area,5.650246307238672e-05,2019-06
TS,Tunisia,7.534796971159914e-05,2019-06
EG,Egypt,7.297022321457305e-05,2019-06
EG,Bir Tawil,6.247566076161007e-05,2019-06
SU,Halaib Triangle,6.227757685823016e-05,2019-06
ER,Eritrea,5.992324347977424e-05,2019-06
ET,Ethiopia,4.510388955053239e-05,2019-06
DJ,Djibouti,5.319232675914616e-05,2019-06
SO,Somalia,4.119568803871784e-05,2019-06
OD,South Sudan,4.367223988855671e-05,2019-06
UU,Abyei Area,5.1565067623340784e-05,2019-06
KE,Kenya,3.922948428566908e-05,2019-06
UG,Uganda,4.017421677795092e-05,2019-06
TZ,Tanzania,4.545532048742615e-05,2019-06
MZ,Mozambique,4.499876904443758e-05,2019-06
CN,Comoros,3.9664394726536896e-05,2019-06
MA,Madagascar,4.569280320813618e-05,2019-06
CV,Cabo Verde,5.223661734493045e-05,2019-06
WI,Western Sahara,6.256621890734891e-05,2019-06
MR,Mauritania,5.945040000022464e-05,2019-06
MO,Morocco,7.29331465485932e-05,2019-06
SP,Spain (Canary Is),7.029830473188306e-05,2019-06
PO,Portugal (Madeira Is),7.288399072591553e-05,2019-06
SP,Spain (Africa),9.198138983964413e-05,2019-06
AG,Algeria,6.668416859542831e-05,2019-06
ML,Mali,6.206580881283941e-05,2019-06
UV,Burkina Faso,5.931180859249463e-05,2019-06
TO,Togo,4.980832622622369e-05,2019-06
GH,Ghana,4.760735651868788e-05,2019-06
IV,Cote d'Ivoire,4.503400743873023e-05,2019-06
GV,Guinea,5.215811920386874e-05,2019-06
SG,Senegal,6.182416251091116e-05,2019-06
GA,"Gambia, The",6.083857790562383e-05,2019-06
PU,Guinea-Bissau,5.708613885769359e-05,2019-06
SL,Sierra Leone,4.6643507411318936e-05,2019-06
LI,Liberia,4.171322045509716e-05,2019-06
BN,Benin,5.15821696714621e-05,2019-06
NI,Nigeria,5.659380193105781e-05,2019-06
CM,Cameroon,4.623855142535615e-05,2019-06
EK,Equatorial Guinea,4.482501322571816e-05,2019-06
TP,Sao Tome & Principe,4.455962400443932e-05,2019-06
GB,Gabon,5.1273840439141785e-05,2019-06
CF,Rep of the Congo,5.7374240570991e-05,2019-06
CT,Central African Rep,4.4316164134912185e-05,2019-06
CG,Dem Rep of the Congo,6.150791340207077e-05,2019-06
CD,Chad,5.691235241968797e-05,2019-07
MI,Malawi,5.026289547942439e-05,2019-07
ZA,Zambia,6.22689081759081e-05,2019-07
ZI,Zimbabwe,5.420123684309486e-05,2019-07
BC,Botswana,5.232546494308313e-05,2019-07
WA,Namibia,5.051362330918813e-05,2019-07
AO,Angola,8.099778643091672e-05,2019-07
BY,Burundi,5.057426530052347e-05,2019-07
RW,Rwanda,4.8414568147144e-05,2019-07
SF,South Africa,6.743493566379543e-05,2019-07
LT,Lesotho,5.9155732832828565e-05,2019-07
WZ,Swaziland,0.0001418518667776,2019-07
MF,Mayotte,4.406226388105985e-05,2019-07
NG,Niger,6.0734206654144126e-05,2019-07
SU,Sudan,5.6816274852211445e-05,2019-07
LY,Libya,6.576111937338075e-05,2019-07
UU,Koualou Area,5.383570358506952e-05,2019-07
TS,Tunisia,7.620272343972463e-05,2019-07
EG,Egypt,7.093311463595749e-05,2019-07
EG,Bir Tawil,6.232989480180083e-05,2019-07
SU,Halaib Triangle,6.21962690316882e-05,2019-07
ER,Eritrea,5.458983869381283e-05,2019-07
ET,Ethiopia,4.342582759860873e-05,2019-07
DJ,Djibouti,5.014748095812451e-05,2019-07
SO,Somalia,4.096365868316424e-05,2019-07
OD,South Sudan,4.204367382616013e-05,2019-07
UU,Abyei Area,4.660198438406067e-05,2019-07
KE,Kenya,4.029451879885059e-05,2019-07
UG,Uganda,4.158034155609517e-05,2019-07
TZ,Tanzania,5.0589628001570986e-05,2019-07
MZ,Mozambique,5.3537286908645055e-05,2019-07
CN,Comoros,4.376508996757584e-05,2019-07
MA,Madagascar,5.0693886432774375e-05,2019-07
CV,Cabo Verde,5.310422185092812e-05,2019-07
WI,Western Sahara,5.958307958506461e-05,2019-07
MR,Mauritania,5.949368124009096e-05,2019-07
MO,Morocco,6.96819648767835e-05,2019-07
SP,Spain (Canary Is),6.660973560436956e-05,2019-07
PO,Portugal (Madeira Is),7.025932539599587e-05,2019-07
SP,Spain (Africa),9.331580324650944e-05,2019-07
AG,Algeria,6.493689100172545e-05,2019-07
ML,Mali,6.05053467337542e-05,2019-07
UV,Burkina Faso,5.605232540859535e-05,2019-07
TO,Togo,4.917949079782196e-05,2019-07
GH,Ghana,4.74392946604127e-05,2019-07
IV,Cote d'Ivoire,4.554459102403208e-05,2019-07
GV,Guinea,4.951673756103798e-05,2019-07
SG,Senegal,6.17498966469266e-05,2019-07
GA,"Gambia, The",5.996558439314216e-05,2019-07
PU,Guinea-Bissau,5.138164954402922e-05,2019-07
SL,Sierra Leone,4.52938219949682e-05,2019-07
LI,Liberia,4.267956024292256e-05,2019-07
BN,Benin,5.159326620135063e-05,2019-07
NI,Nigeria,5.600929883551991e-05,2019-07
CM,Cameroon,4.632577053151714e-05,2019-07
EK,Equatorial Guinea,4.5911918444117486e-05,2019-07
TP,Sao Tome & Principe,4.483926006925337e-05,2019-07
GB,Gabon,5.117527683498092e-05,2019-07
CF,Rep of the Congo,5.983744532140906e-05,2019-07
CT,Central African Rep,4.335026298521512e-05,2019-07
CG,Dem Rep of the Congo,6.44749607794866e-05,2019-07
CD,Chad,5.177191360016796e-05,2019-08
MI,Malawi,5.826915051141407e-05,2019-08
ZA,Zambia,7.409105148317091e-05,2019-08
ZI,Zimbabwe,6.320863019416277e-05,2019-08
BC,Botswana,6.354221824692602e-05,2019-08
WA,Namibia,5.960506656694797e-05,2019-08
AO,Angola,8.0493366712138e-05,2019-08
BY,Burundi,4.78458861344845e-05,2019-08
RW,Rwanda,4.4037936048343646e-05,2019-08
SF,South Africa,6.653481093999324e-05,2019-08
LT,Lesotho,5.84053366955946e-05,2019-08
WZ,Swaziland,9.794650469247154e-05,2019-08
MF,Mayotte,4.681874368199196e-05,2019-08
NG,Niger,5.590447773911454e-05,2019-08
SU,Sudan,5.303996297558925e-05,2019-08
LY,Libya,6.163361596152862e-05,2019-08
UU,Koualou Area,4.64021502264822e-05,2019-08
TS,Tunisia,7.203288383960225e-05,2019-08
EG,Egypt,6.595302696213276e-05,2019-08
EG,Bir Tawil,5.8403244969917815e-05,2019-08
SU,Halaib Triangle,5.765794374731663e-05,2019-08
ER,Eritrea,5.100217573847757e-05,2019-08
ET,Ethiopia,4.07283244690339e-05,2019-08
DJ,Djibouti,4.8049463984332136e-05,2019-08
SO,Somalia,3.850985212207093e-05,2019-08
OD,South Sudan,3.97836689586705e-05,2019-08
UU,Abyei Area,4.3284641292323146e-05,2019-08
KE,Kenya,3.768814996686686e-05,2019-08
UG,Uganda,3.77584671045101e-05,2019-08
TZ,Tanzania,4.896157106035418e-05,2019-08
MZ,Mozambique,6.407822024907582e-05,2019-08
CN,Comoros,4.476457778508375e-05,2019-08
MA,Madagascar,5.777606845459778e-05,2019-08
CV,Cabo Verde,4.920375283993992e-05,2019-08
WI,Western Sahara,5.576788127024973e-05,2019-08
MR,Mauritania,5.503319063435226e-05,2019-08
MO,Morocco,6.459437295117843e-05,2019-08
SP,Spain (Canary Is),6.234873905249614e-05,2019-08
PO,Portugal (Madeira Is),6.554458933367097e-05,2019-08
SP,Spain (Africa),8.967046611635037e-05,2019-08
AG,Algeria,6.117635144736336e-05,2019-08
ML,Mali,5.4845272405203294e-05,2019-08
UV,Burkina Faso,4.965428943764413e-05,2019-08
TO,Togo,4.368088297167116e-05,2019-08
GH,Ghana,4.29973670207721e-05,2019-08
IV,Cote d'Ivoire,4.088450677216478e-05,2019-08
GV,Guinea,4.26567188722391e-05,2019-08
SG,Senegal,5.4028261584817126e-05,2019-08
GA,"Gambia, The",5.1057177233988034e-05,2019-08
PU,Guinea-Bissau,4.445420701246111e-05,2019-08
SL,Sierra Leone,4.078199390457084e-05,2019-08
LI,Liberia,3.874890963443083e-05,2019-08
BN,Benin,4.450742897655215e-05,2019-08
NI,Nigeria,4.780317378938274e-05,2019-08
CM,Cameroon,4.0731734099311165e-05,2019-08
EK,Equatorial Guinea,4.0620137228511466e-05,2019-08
TP,Sao Tome & Principe,4.093546052565789e-05,2019-08
GB,Gabon,4.4047456937165473e-05,2019-08
CF,Rep of the Congo,5.013530209583991e-05,2019-08
CT,Central African Rep,3.949940755979309e-05,2019-08
CG,Dem Rep of the Congo,5.759796783165037e-05,2019-08
CD,Chad,4.735511013367763e-05,2019-09
MI,Malawi,6.992054268861445e-05,2019-09
ZA,Zambia,8.426470116043605e-05,2019-09
ZI,Zimbabwe,6.983837403939346e-05,2019-09
BC,Botswana,6.333914353182657e-05,2019-09
WA,Namibia,6.101881872273211e-05,2019-09
AO,Angola,7.840808140522494e-05,2019-09
BY,Burundi,4.30720999047627e-05,2019-09
RW,Rwanda,4.068786635729104e-05,2019-09
SF,South Africa,6.918351682900805e-05,2019-09
LT,Lesotho,5.936050924090078e-05,2019-09
WZ,Swaziland,9.451061242309982e-05,2019-09
MF,Mayotte,4.763359440697798e-05,2019-09
NG,Niger,4.936396735925845e-05,2019-09
SU,Sudan,4.8147936213746215e-05,2019-09
LY,Libya,5.354628473521019e-05,2019-09
UU,Koualou Area,4.275837621620862e-05,2019-09
TS,Tunisia,6.216423370456987e-05,2019-09
EG,Egypt,5.925491656252431e-05,2019-09
EG,Bir Tawil,5.228884846129858e-05,2019-09
SU,Halaib Triangle,5.048617386284042e-05,2019-09
ER,Eritrea,4.62307505845013e-05,2019-09
ET,Ethiopia,3.736809727847926e-05,2019-09
DJ,Djibouti,4.39619932671665e-05,2019-09
SO,Somalia,3.571192940483425e-05,2019-09
OD,South Sudan,3.712717278898967e-05,2019-09
UU,Abyei Area,4.110474723324916e-05,2019-09
KE,Kenya,3.596027081878342e-05,2019-09
UG,Uganda,3.573000111266368e-05,2019-09
TZ,Tanzania,4.858647853516251e-05,2019-09
MZ,Mozambique,8.078532220414017e-05,2019-09
CN,Comoros,4.57912082386848e-05,2019-09
MA,Madagascar,6.09862186939182e-05,2019-09
CV,Cabo Verde,4.387502746474202e-05,2019-09
WI,Western Sahara,4.857143439219472e-05,2019-09
MR,Mauritania,4.806050965406253e-05,2019-09
MO,Morocco,5.907192622033423e-05,2019-09
SP,Spain (Canary Is),5.575137497148085e-05,2019-09
PO,Portugal (Madeira Is),5.863569383953789e-05,2019-09
SP,Spain (Africa),8.74092600530386e-05,2019-09
AG,Algeria,5.331412347615211e-05,2019-09
ML,Mali,4.850449153582017e-05,2019-09
UV,Burkina Faso,4.644958078820885e-05,2019-09
TO,Togo,4.282937589031723e-05,2019-09
GH,Ghana,4.195198513693821e-05,2019-09
IV,Cote d'Ivoire,4.006852106489036e-05,2019-09
GV,Guinea,4.042387314284229e-05,2019-09
SG,Senegal,4.730126825938784e-05,2019-09
GA,"Gambia, The",4.639235480883109e-05,2019-09
PU,Guinea-Bissau,4.223529688796735e-05,2019-09
SL,Sierra Leone,3.813546601361093e-05,2019-09
LI,Liberia,3.697644302842938e-05,2019-09
BN,Benin,4.412093625333044e-05,2019-09
NI,Nigeria,4.67793394199183e-05,2019-09
CM,Cameroon,3.918537304678083e-05,2019-09
EK,Equatorial Guinea,3.777193306120075e-05,2019-09
TP,Sao Tome & Principe,3.675035643120272e-05,2019-09
GB,Gabon,4.049349866302208e-05,2019-09
CF,Rep of the Congo,4.381824180322622e-05,2019-09
CT,Central African Rep,3.7438828944873785e-05,2019-09
CG,Dem Rep of the Congo,4.842888098987239e-05,2019-09
CD,Chad,4.39939327289688e-05,2019-10
MI,Malawi,6.76883776407731e-05,2019-10
ZA,Zambia,6.95858593853646e-05,2019-10
ZI,Zimbabwe,7.034015069392657e-05,2019-10
BC,Botswana,6.773197169849176e-05,2019-10
WA,Namibia,6.336405728619543e-05,2019-10
AO,Angola,6.032355125072303e-05,2019-10
BY,Burundi,3.6543156443819744e-05,2019-10
RW,Rwanda,3.605808500598772e-05,2019-10
SF,South Africa,7.115760827501515e-05,2019-10
LT,Lesotho,6.391033581616042e-05,2019-10
WZ,Swaziland,8.556382237707019e-05,2019-10
MF,Mayotte,4.900065495299399e-05,2019-10
NG,Niger,4.444748570763859e-05,2019-10
SU,Sudan,4.64092952722529e-05,2019-10
LY,Libya,4.892398643519732e-05,2019-10
UU,Koualou Area,4.033856283640033e-05,2019-10
TS,Tunisia,5.893949730771612e-05,2019-10
EG,Egypt,5.498073764279047e-05,2019-10
EG,Bir Tawil,4.830679332174942e-05,2019-10
SU,Halaib Triangle,4.803933726196397e-05,2019-10
ER,Eritrea,4.5349443770015705e-05,2019-10
ET,Ethiopia,3.695236818038811e-05,2019-10
DJ,Djibouti,4.155868101183326e-05,2019-10
SO,Somalia,3.5470871722051366e-05,2019-10
OD,South Sudan,3.700663638525262e-05,2019-10
UU,Abyei Area,4.313184111285011e-05,2019-10
KE,Kenya,3.535768410947918e-05,2019-10
UG,Uganda,3.571185058605457e-05,2019-10
TZ,Tanzania,4.332186523390451e-05,2019-10
MZ,Mozambique,7.376369481329101e-05,2019-10
CN,Comoros,4.696332445029399e-05,2019-10
MA,Madagascar,6.28863405466238e-05,2019-10
CV,Cabo Verde,4.129703470268892e-05,2019-10
WI,Western Sahara,4.5000236303355846e-05,2019-10
MR,Mauritania,4.416217325780708e-05,2019-10
MO,Morocco,5.581585370430127e-05,2019-10
SP,Spain (Canary Is),5.531543953134419e-05,2019-10
PO,Portugal (Madeira Is),5.565139832454322e-05,2019-10
SP,Spain (Africa),8.663932076756195e-05,2019-10
AG,Algeria,5.068374653677537e-05,2019-10
ML,Mali,4.537888462862723e-05,2019-10
UV,Burkina Faso,4.387601975025642e-05,2019-10
TO,Togo,3.937426303496973e-05,2019-10
GH,Ghana,3.9730368574382265e-05,2019-10
IV,Cote d'Ivoire,3.768752508377489e-05,2019-10
GV,Guinea,4.101629469023479e-05,2019-10
SG,Senegal,4.848626849515601e-05,2019-10
GA,"Gambia, The",4.724920072298763e-05,2019-10
PU,Guinea-Bissau,4.41351321639039e-05,2019-10
SL,Sierra Leone,3.8415602304643766e-05,2019-10
LI,Liberia,3.638318386835005e-05,2019-10
BN,Benin,3.969458609152344e-05,2019-10
NI,Nigeria,4.318626314974662e-05,2019-10
CM,Cameroon,3.65535667209635e-05,2019-10
EK,Equatorial Guinea,3.56076012733231e-05,2019-10
TP,Sao Tome & Principe,3.3780968987043766e-05,2019-10
GB,Gabon,3.62698644645215e-05,2019-10
CF,Rep of the Congo,3.675088247442431e-05,2019-10
CT,Central African Rep,3.580253046728639e-05,2019-10
CG,Dem Rep of the Congo,3.994437469264156e-05,2019-10
CD,Chad,4.4072782590090185e-05,2019-11
MI,Malawi,5.485188830627071e-05,2019-11
ZA,Zambia,5.198852441309688e-05,2019-11
ZI,Zimbabwe,6.121253124066135e-05,2019-11
BC,Botswana,6.446970452796657e-05,2019-11
WA,Namibia,5.897848982962327e-05,2019-11
AO,Angola,4.831778328295976e-05,2019-11
BY,Burundi,3.856713344837877e-05,2019-11
RW,Rwanda,3.793977630890982e-05,2019-11
SF,South Africa,7.255205516810703e-05,2019-11
LT,Lesotho,6.695720596503984e-05,2019-11
WZ,Swaziland,8.281992875811887e-05,2019-11
MF,Mayotte,4.757950431217349e-05,2019-11
NG,Niger,3.99937192248701e-05,2019-11
SU,Sudan,4.313521235457752e-05,2019-11
LY,Libya,4.268706268753669e-05,2019-11
UU,Koualou Area,6.900549732739036e-05,2019-11
TS,Tunisia,5.022826913685224e-05,2019-11
EG,Egypt,5.0869544713098266e-05,2019-11
EG,Bir Tawil,4.232494008815282e-05,2019-11
SU,Halaib Triangle,4.152380249942014e-05,2019-11
ER,Eritrea,4.086572112955352e-05,2019-11
ET,Ethiopia,3.713361505599617e-05,2019-11
DJ,Djibouti,3.885658714421735e-05,2019-11
SO,Somalia,3.4293383348907284e-05,2019-11
OD,South Sudan,4.776945096826982e-05,2019-11
UU,Abyei Area,5.849323277583305e-05,2019-11
KE,Kenya,3.7154522836971136e-05,2019-11
UG,Uganda,3.910377991884855e-05,2019-11
TZ,Tanzania,4.194767821244537e-05,2019-11
MZ,Mozambique,5.914402366804949e-05,2019-11
CN,Comoros,4.576862169165349e-05,2019-11
MA,Madagascar,6.103385732989554e-05,2019-11
CV,Cabo Verde,3.911726842519539e-05,2019-11
WI,Western Sahara,4.340939147605746e-05,2019-11
MR,Mauritania,4.138008743383675e-05,2019-11
MO,Morocco,4.861220660400813e-05,2019-11
SP,Spain (Canary Is),4.924590726983688e-05,2019-11
PO,Portugal (Madeira Is),4.879627368952858e-05,2019-11
SP,Spain (Africa),6.876799364447082e-05,2019-11
AG,Algeria,4.503495582871533e-05,2019-11
ML,Mali,4.246024009083384e-05,2019-11
UV,Burkina Faso,4.705783744133802e-05,2019-11
TO,Togo,4.385093683950166e-05,2019-11
GH,Ghana,4.5168080833078334e-05,2019-11
IV,Cote d'Ivoire,4.012262823239886e-05,2019-11
GV,Guinea,4.445593788867245e-05,2019-11
SG,Senegal,5.108129699371963e-05,2019-11
GA,"Gambia, The",5.067970586453023e-05,2019-11
PU,Guinea-Bissau,4.618985281222553e-05,2019-11
SL,Sierra Leone,3.841770931627494e-05,2019-11
LI,Liberia,3.756949860327974e-05,2019-11
BN,Benin,4.674436339761121e-05,2019-11
NI,Nigeria,4.784239453946666e-05,2019-11
CM,Cameroon,4.35873064049097e-05,2019-11
EK,Equatorial Guinea,4.0007083792297657e-05,2019-11
TP,Sao Tome & Principe,3.878064073026318e-05,2019-11
GB,Gabon,3.892036639839821e-05,2019-11
CF,Rep of the Congo,3.940474020748721e-05,2019-11
CT,Central African Rep,4.6798153621664985e-05,2019-11
CG,Dem Rep of the Congo,3.994153111348885e-05,2019-11
CD,Chad,4.289366337889328e-05,2019-12
MI,Malawi,4.384227670671648e-05,2019-12
ZA,Zambia,4.381533746154123e-05,2019-12
